	Stool.40	Stool.34	Stool.143	Stool.110	Stool.2	Stool.14	Stool.29	Stool.17	Stool.129	Stool.106	Stool.131	Stool.24	Stool.39	Stool.201	Stool.116	Stool.1	Stool.128	Stool.170	Stool.52	Stool.113	Stool.107	Stool.90	Stool.61	Stool.30	Stool.46	Stool.25	Stool.22	Stool.203	Stool.55	Stool.111	Stool.109	Stool.66	Stool.4	Stool.45	Stool.137	Stool.6	Stool.92	Stool.153	Stool.8	Stool.206	Stool.28	Stool.81	Stool.3	Stool.31	Stool.120	Stool.94	Stool.145	Stool.176	Stool.173	Stool.158	Tongue_dorsum.113	Tongue_dorsum.87	Tongue_dorsum.120	Tongue_dorsum.43	Tongue_dorsum.56	Tongue_dorsum.37	Tongue_dorsum.45	Tongue_dorsum.102	Tongue_dorsum.26	Tongue_dorsum.51	Tongue_dorsum.35	Tongue_dorsum.71	Tongue_dorsum.112	Tongue_dorsum.50	Tongue_dorsum.78	Tongue_dorsum.90	Tongue_dorsum.53	Tongue_dorsum.80	Tongue_dorsum.29	Tongue_dorsum.149	Tongue_dorsum.17	Tongue_dorsum.213	Tongue_dorsum.58	Tongue_dorsum.25	Tongue_dorsum.65	Tongue_dorsum.21	Tongue_dorsum.169	Tongue_dorsum.34	Tongue_dorsum.198	Tongue_dorsum.67	Tongue_dorsum.54	Tongue_dorsum.12	Tongue_dorsum.212	Tongue_dorsum.128	Tongue_dorsum.158	Tongue_dorsum.30	Tongue_dorsum.10	Tongue_dorsum.9	Tongue_dorsum.31	Tongue_dorsum.18	Tongue_dorsum.147	Tongue_dorsum.123	Tongue_dorsum.38	Tongue_dorsum.61	Tongue_dorsum.32	Tongue_dorsum.3	Tongue_dorsum.238	Tongue_dorsum.77	Tongue_dorsum.166	Tongue_dorsum.174	Supragingival_plaque.17	Supragingival_plaque.2	Supragingival_plaque.79	Supragingival_plaque.33	Supragingival_plaque.81	Supragingival_plaque.35	Supragingival_plaque.51	Supragingival_plaque.77	Supragingival_plaque.80	Supragingival_plaque.38	Supragingival_plaque.83	Supragingival_plaque.87	Supragingival_plaque.217	Supragingival_plaque.104	Supragingival_plaque.221	Supragingival_plaque.86	Supragingival_plaque.8	Supragingival_plaque.115	Supragingival_plaque.91	Supragingival_plaque.161	Supragingival_plaque.170	Supragingival_plaque.61	Supragingival_plaque.23	Supragingival_plaque.116	Supragingival_plaque.9	Supragingival_plaque.71	Supragingival_plaque.12	Supragingival_plaque.16	Supragingival_plaque.101	Supragingival_plaque.92	Supragingival_plaque.50	Supragingival_plaque.52	Supragingival_plaque.18	Supragingival_plaque.14	Supragingival_plaque.130	Supragingival_plaque.53	Supragingival_plaque.68	Supragingival_plaque.145	Supragingival_plaque.57	Supragingival_plaque.141	Supragingival_plaque.5	Supragingival_plaque.162	Supragingival_plaque.119	Supragingival_plaque.118	Supragingival_plaque.32	Supragingival_plaque.159	Supragingival_plaque.3	Supragingival_plaque.20	Supragingival_plaque.84	Supragingival_plaque.49
Tannin_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taurine_Utilization	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCA_Cycle	98385	76520	95156	86269	74395	78457	81727	79810	83341	74907	73139	76557	80592	82145	77790	70940	76936	75462	80434	71792	83039	76285	76499	75362	78939	74793	73488	79322	73943	74329	74769	74157	78236	76971	76087	75149	74260	75706	68145	68493	68565	59584	64670	68357	66542	70609	78393	65216	66511	66035	142336	152261	188000	171516	128637	186160	184789	113630	159643	130754	160488	160269	113930	131951	160046	115154	169427	113487	186305	134702	163556	114602	130996	172962	156273	158910	132001	155608	121958	128082	151903	158227	116147	145092	122943	136222	159232	169783	144985	129689	110728	134942	142567	138703	128011	147995	84240	137060	132216	131991	424433	164387	174402	242147	155158	123164	121357	183133	182673	135337	139590	222270	116115	224480	113385	128315	215317	110627	157935	71655	71764	234644	219878	97903	184233	232282	210039	107787	112149	110085	160571	168727	106350	167253	157135	98360	159933	154202	95441	133983	143038	123700	129936	125910	134625	122431	246534	73241	149805	146897
Teichoic_and_lipoteichoic_acids_biosynthesis	13155	7970	12621	3363	10681	13617	5293	17475	7553	15195	12692	12566	3584	9536	10063	7069	10197	16770	6461	10626	7044	13564	8471	8579	23168	5869	2215	9282	2754	13860	8281	2715	7085	7885	4594	9918	4235	4617	10762	13280	10040	2505	8274	10000	9777	9657	10302	2158	5721	6176	58959	58888	30760	24140	27814	24341	24037	35614	27489	27286	24542	23465	34408	24473	23710	32459	29429	32279	21861	34647	22304	41464	29099	21903	23102	21904	33717	26002	41939	28438	26486	13877	40518	32295	33907	24044	18047	17944	18688	22746	33865	30179	24422	20893	17030	19997	38984	33878	31196	31024	11196	7681	23827	9327	22326	18877	19016	10171	10173	10968	17418	10976	19758	10314	19311	16833	5526	14316	12159	28210	28340	5889	5718	13472	7308	5898	5118	14007	11276	7250	7722	7929	8775	7134	11341	12810	6790	10909	16421	11690	5319	10140	9779	9940	6710	10429	3216	10500	6889	6798
Teichuronic_acid_biosynthesis	20380	22486	23684	20280	22078	20081	19073	23017	17908	20473	15192	19379	18383	20108	16871	20775	17095	23681	18444	26851	16466	29507	16889	21475	24483	21080	17103	19759	19193	19793	17388	19133	18169	21667	27267	18409	17698	27725	16395	19624	15117	16662	14737	15268	25594	20669	19777	17685	25433	14332	12670	14758	6409	7303	7150	8111	7989	7060	6453	7586	8377	7102	6613	5571	6908	8524	8134	8678	9501	4589	7492	3808	9073	8653	8795	7444	4470	8785	4569	9098	7125	10469	4493	9034	7160	7767	10019	10517	7287	7660	5032	8402	8198	8043	10825	9537	2387	0	5302	5248	0	0	0	0	0	0	6346	0	0	0	4424	0	0	0	0	4222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Teicoplanin-resistance_in_Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tellurite_resistance:_Chromosomal_determinants	0	5	0	42	99	1	296	1	5	0	1	0	17	3	14	92	6	40	17	0	9	0	33	0	19	0	89	0	413	6	2	559	27	0	0	39	2	0	6	0	0	17	106	2	0	0	0	12	2	0	11186	13908	8338	6742	6067	9577	9697	7420	6520	5911	5892	6717	7494	8892	6509	6461	7064	6726	7397	8166	6422	8664	5493	7217	5573	6079	8197	6238	8529	6800	6470	5764	8249	6774	6549	5398	4248	4351	6447	5299	6564	6580	5964	4974	4679	4261	7959	7687	6357	6408	8215	2656	6182	3977	5765	4707	4618	5377	5445	3395	4278	3570	3670	3572	3739	4016	4413	3994	3549	4258	4249	3268	3383	3821	3120	3282	3196	2325	3790	3528	3542	3316	2333	2850	3368	4098	2487	3318	3942	2819	2700	3822	3495	3611	2354	3790	0	2047	2562	3533
Terminal_AA3-600_quinol_oxidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terminal_cytochrome_C_oxidases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	566	11902	10100	2738	9090	9230	398	9612	2710	11025	8121	391	7830	7981	1671	7637	984	13177	6018	11570	655	6546	11835	8258	11481	5926	8431	5882	5466	6809	8136	5666	6697	3271	7431	11476	13371	11005	7017	5640	6403	7790	7352	5962	9780	158	9508	7508	7513	42805	7391	13108	15485	10772	6773	6774	15238	15577	7194	10872	21880	6779	22274	6542	8638	11087	8315	18723	3915	4012	25962	17933	8215	13239	25851	16916	3789	10477	9987	17258	17120	3810	12838	16450	7713	13280	16325	7618	9948	11161	13240	12284	12414	7741	13222	20749	3951	12223	19183
Terminal_cytochrome_d_ubiquinol_oxidases	17162	17750	18215	16199	13313	13644	12678	12963	16610	12821	12953	13432	13824	15740	12627	13290	12443	13421	15060	13503	17022	14641	13420	13095	12545	12933	14349	14707	11986	12142	14557	11972	11499	12797	13734	11485	14457	13595	11859	10309	13079	13407	9639	12986	12906	13676	15188	14550	12042	11882	49924	56590	38800	34301	35768	25485	25760	41901	32056	25532	19609	35479	42132	30730	25134	37137	28988	25932	41192	21577	35873	26337	22142	38505	23259	34782	20916	25095	17791	12840	36610	38016	17423	25618	24447	34150	29657	30283	15987	22806	29708	23946	23233	28821	15032	32574	20518	18955	16782	16721	34331	15009	25643	0	22689	20297	20453	20288	20370	0	18481	0	0	0	0	17652	26071	6542	16071	10481	10444	0	6644	6259	16213	0	6017	14629	13825	13565	0	0	14641	5601	0	0	0	0	6785	3898	5186	10949	12607	13000	0	10971	0	11227	0	0
Terminal_cytochrome_O_ubiquinol_oxidase	0	0	0	0	0	0	760	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	27	0	0	0	755	0	0	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1473
Terminal_cytochrome_oxidases	17162	17750	18215	16199	13313	13644	13438	12963	16610	12821	12953	13432	13824	15740	12627	13290	12443	13431	15060	13503	17022	14641	13420	13095	12572	12933	14349	14707	12741	12142	14557	12791	11499	12797	13734	11485	14457	13595	11859	10309	13079	13407	9639	12986	12906	13676	15188	14550	12042	11882	49924	56590	38800	34301	35768	25485	25760	41901	32056	25532	19609	35479	42132	30730	25134	37137	28988	25932	41192	21577	35873	26337	22142	38505	23259	34782	20916	25095	17791	12840	36610	38016	17423	25618	24447	34150	29657	30283	15987	22806	29708	23946	23233	28821	15032	32574	20518	18955	16782	16721	34331	15009	25643	0	22689	20297	20453	20288	20370	0	18481	0	0	0	0	17652	26071	6542	16071	10481	10444	0	6644	6259	16213	0	6017	14629	13825	13565	0	0	14641	5601	0	0	0	0	6785	3898	5186	10949	12607	13000	0	10971	0	11227	0	1473
Terpen_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetrathionate_respiration	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	956	131	0	260	327	318	423	425	259	247	0	458	0	0	888	159	937	254	347	671	0	0	322	651	755	319	495	0	0	133	595	171	0	1183	365	760	661	237	348	262	134	459	518	485	973	69	193	720	729	0	1011	0	0	0	0	0	0	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	213	580	0	0	0	0	0	0	0	0	576	0	188	0	0	203	0	0	0	0	0	409	1	0	321	0	0
The_Chv_regulatory_system_of_Alphaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1181	0	0	1296	0	0	0	0	0	0	2338	0	0	0	0	1380	0	0	10813	10238	9689	7412	8169	7311	7252	5259	7327	8199	9093	6915	4876	7378	6982	6827	5744	7055	6321	7791	5475	5504	6323	5840	7716	5559	7568	7499	7652	6116	5290	6480	7369	6771	5060	6835	6199	5787	8274	6419	4422	6509	7295	6739	5790	5805	5160	8861	7104	7142	8014	8115	3541	4741	3331	3684	3811	3590	3634	4913	3117	3631	3149	3638	3037	3075	3149	4112	2740	3246	3204	3476	4342	3925	3384	3369	4067	2593	3436	3463	4947	5039	2545	3256	3871	5656	3243	3809	5572	3781	3543	2764	2653	2660	3078	2784	4070	2979	3172	4542
The_fimbrial_Sfm_cluster	0	2	0	0	0	9	643	0	0	0	0	13	0	0	3	0	0	14	0	0	0	0	0	1	0	8	0	0	1079	0	0	1059	0	0	0	0	0	0	0	0	0	70	9	0	0	0	0	25	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The_fimbrial_Stf_cluster	0	0	0	19	0	5	625	2	0	0	0	0	1	7	0	0	0	74	0	0	2	0	0	0	11	0	0	2	937	0	2	1029	0	0	0	0	0	0	0	0	3	2	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The_mdtABCD_multidrug_resistance_cluster	22918	26160	21479	25634	24977	23403	23466	22605	26439	21758	26886	22766	21424	25796	22446	23813	22298	21949	21698	24469	24259	21645	20168	25872	17659	25633	22373	25269	20959	20638	23414	20516	21261	17972	16739	21039	23001	16616	22668	18841	23354	21333	17058	23190	22595	24136	18141	21999	22538	23987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Thermosome,_archaeal"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The_usher_protein_HtrE_fimbrial_cluster	0	0	0	24	0	12	823	0	0	0	14	24	0	7	3	0	0	135	2	2	3	1	6	0	107	0	0	3	1596	0	3	1468	0	0	0	0	1	0	0	0	6	71	10	7	2	0	0	37	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiamin_biosynthesis	50401	49756	48018	50959	53230	51402	46206	49119	53592	46635	52385	49207	42059	50427	50928	47589	50319	43003	44273	47570	52381	44223	40194	45994	52149	45536	42277	42546	40020	38212	42478	40375	45199	49385	49210	44929	41725	46690	42824	36394	42296	37964	39347	41754	45560	46620	39701	31884	38235	48181	62675	71855	61804	63399	70211	53101	54225	50075	51737	61325	55442	45411	49764	57576	43321	49319	43063	39429	42699	35662	37541	28510	42577	41429	52082	33789	34425	49290	36147	34581	42898	43717	33066	29958	32276	40651	50210	52193	64276	38734	27695	27525	45531	46598	35767	45114	34092	34156	42416	37756	44093	57694	55504	28937	49950	47756	47098	32795	37505	46553	40147	28574	32719	25485	31579	38915	27087	37858	29130	50797	49452	17920	20031	34629	23621	17310	19134	30997	33108	32513	26748	26186	30764	20338	24016	22187	22949	20055	21301	22615	22381	32903	29382	29972	28893	34182	17362	26467	25059	19603
Thioredoxin-disulfide_reductase	29174	29721	17657	30821	26648	29595	27606	30869	25909	28486	27635	28760	16371	23072	25451	26212	25310	25079	29013	17258	25351	20771	23147	26474	26686	26413	27542	18213	17965	20413	17992	17812	26763	25808	26287	26687	17900	26177	21869	16310	27674	24640	15909	27474	22278	23394	14792	12574	25078	25282	73358	69942	56608	51847	56392	58050	52862	51376	52513	51399	54153	50736	50597	45224	50233	54665	47492	54065	45096	47779	47859	48223	45685	43816	53499	46821	46815	55083	45895	49448	43485	41127	44525	42645	51791	45956	46942	36712	45335	24675	40039	39507	45324	47946	39101	46077	39711	27311	42426	42150	46600	27014	38214	13122	34120	28524	25646	31067	30853	14322	29503	7620	27885	7752	27693	23070	8400	27185	23672	26607	26380	8268	16431	21612	8480	8070	15173	9941	23057	22995	11068	10957	9692	14606	0	25181	8749	16410	26290	10128	7477	22206	13097	13620	8394	21958	9671	26087	8259	6036
Threonine_anaerobic_catabolism_gene_cluster	23314	20363	22850	19331	16765	15515	20546	15361	16485	18074	14745	14981	18701	17032	15853	16455	15885	14524	16942	14924	16209	17234	17582	14518	14285	14491	17849	16668	21254	16717	17300	20887	16155	17757	15622	15890	17495	15370	14247	19501	14355	17175	18113	13981	13948	14867	18842	19075	16138	13421	67200	70572	54513	52012	47979	52943	52875	43425	47919	48673	48561	45598	43460	44897	45762	46332	49428	46580	49245	45587	43718	42870	44201	46992	48353	42677	44614	52233	40382	44390	45068	49182	38938	48803	42590	47695	43559	45199	40962	46142	36776	45309	48551	43116	43679	45332	36832	47804	39562	39162	75254	3789	39633	3777	35826	35287	34865	36497	36478	24426	17757	22337	18378	22294	17699	16895	3381	29639	19365	20151	20969	22117	4216	27519	3152	1194	3833	27043	27187	27225	31287	30082	15342	3042	19565	29999	3091	19271	29269	1196	2978	23367	26063	26225	18291	23308	3318	25361	3033	2356
Threonine_and_Homoserine_Biosynthesis	107813	99486	110106	98415	84823	81972	87935	78286	81617	86269	82309	79384	90046	81781	83592	81759	83306	80785	82298	76941	79201	83139	86420	80021	77923	79405	86229	79546	90148	81809	84533	89671	81659	82138	75608	81332	83653	74587	72259	88769	78099	87664	81226	77804	72683	75731	91159	86520	79975	74747	192050	204522	136944	122060	127808	130295	130849	132107	125991	129756	125931	123045	131732	108989	124053	134159	134420	134322	122692	125462	119386	133549	123645	118041	128540	118273	121335	134622	121811	124178	122408	126531	116606	134577	132554	124023	109205	110938	103970	120338	111681	124004	125404	114993	122885	116051	111606	112935	112079	111189	123355	101523	113120	88123	102051	96220	95328	99320	99279	73351	83569	58813	95819	58865	94094	79062	70511	85639	60805	69303	68676	58663	69994	81438	54237	57641	64744	48880	65887	65275	58039	57729	47717	53099	49625	78002	57044	49213	75447	49003	58832	62526	73198	73562	63601	62086	18400	54414	53166	37157
Threonine_degradation	23488	20751	22520	20311	19236	17791	20270	15912	17130	13888	19276	17008	18729	18238	18004	18026	17770	15289	15253	17008	14850	14195	17722	16778	15223	16931	16429	17529	20564	12962	19062	19718	17061	13982	13301	17010	18737	13187	16277	18925	16230	14393	18257	16259	15862	15993	14819	17359	15671	17345	26792	27590	18957	17901	23169	18045	14642	13876	14491	20789	23549	17406	14088	17627	15754	17051	15697	16873	13820	14214	15958	10811	17380	13310	17502	15700	14233	18104	12407	17369	12255	20138	11384	18764	14433	18746	20388	17733	19044	18274	11115	17358	14187	13229	17346	17059	9488	16749	15686	12923	19105	30864	9061	15206	8201	10838	10659	7874	7716	12180	7528	10685	8739	10424	8777	7103	8966	8988	7451	7980	8784	10482	12735	7722	11936	10337	11690	9987	7414	7246	9775	8730	9895	10142	8980	9752	11773	8937	9433	8570	9820	6332	7017	7363	11690	6171	11765	12168	11627	12162
Tn552	0	4037	0	3984	3956	4056	3530	4583	4561	3965	3678	3810	0	0	3173	3979	3202	3654	3360	3736	4195	0	1	2803	2865	2935	3188	0	3365	3708	0	3249	3333	3481	0	3348	0	3453	3333	0	3130	0	3045	3106	3357	3069	0	0	2623	3317	0	4436	0	0	0	0	0	2107	0	0	0	0	2079	1415	0	0	0	0	0	0	0	0	0	0	773	0	0	0	0	0	0	2741	0	0	2373	0	2331	2467	335	0	0	0	0	645	0	0	1294	0	0	0	0	0	5252	0	4631	4040	4135	0	0	0	3441	0	0	0	0	3291	0	0	0	1633	1658	0	0	0	0	0	0	2208	0	0	0	2	2095	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1865	0	0
Tocopherol_Biosynthesis	269	0	0	459	249	188	0	0	0	256	69	177	0	0	0	199	0	95	0	0	0	567	0	0	887	0	0	0	352	208	0	341	309	0	0	336	0	77	250	0	249	74	0	198	0	266	0	0	226	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tolerance_to_colicin_E2	1041	2021	1977	3261	2000	2576	2907	5017	2389	2972	1903	2536	1467	1510	2251	1892	2227	2027	1623	1437	2333	2210	1336	2004	2499	2129	1961	1434	2524	2836	1135	2478	2517	2722	3595	2615	1099	3647	1801	1912	2364	1180	1809	2220	1392	1955	1654	1355	1181	1833	2610	2972	3472	4691	5577	4276	4466	1605	3810	6035	6422	3121	1535	4757	3124	2437	532	2485	1014	2820	3475	531	2301	2870	4324	1198	2329	4177	0	2169	1730	529	958	2588	0	4633	3182	955	5094	4677	418	433	4067	3673	3494	3880	0	681	3039	3112	5372	6978	1323	2524	1169	1808	1863	1773	1821	3344	1240	1367	309	1338	395	785	1089	1486	604	0	0	1705	3411	1816	0	1717	3146	1596	2271	2198	3772	3145	1703	1723	1827	572	2062	1778	574	1338	2749	1429	814	790	2098	1405	1734	1976	1667	2163
Toluene_4-monooxygenase_(T4MO)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Toluene_degradation	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ton_and_Tol_transport_systems	406809	421510	373635	393457	438915	490381	379993	560934	393229	484680	463637	475582	377350	357635	387898	412340	385240	405788	345831	454360	357436	379005	354940	389675	457936	387107	359335	348344	331175	464403	314097	332497	377982	373847	420658	377508	309440	423958	448942	350918	407404	347871	326596	405577	423812	384999	307348	317815	368875	418910	21710	39583	16718	16435	27028	14927	11981	23324	11540	17274	13124	24394	23723	25467	24947	18127	10179	18488	21593	13449	22799	11334	22569	22108	24905	22801	12987	14884	8494	21917	12160	17226	8208	12192	13596	15424	18181	19284	13346	14835	17844	11538	13772	14713	14822	19400	31261	11868	11010	11095	21246	17903	52349	10797	47858	68227	67673	16890	16583	11843	47892	11749	37311	11962	36278	45003	15423	9728	11391	6679	6483	8588	7051	9376	10855	8732	9841	19220	13401	11808	9188	9063	18979	10565	10173	6249	8608	10061	5247	7544	9259	9602	10196	10271	5804	9671	10438	9101	8280	10492
Toxin-Antitoxin_MT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
